gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action,Revenue_At_Risk
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,17.742307692307694,0,0,0.2200208348974137,476.25,17.07,Low,Customer currently has low churn risk.,Regular Promotional Email,4.191396904795731
Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,43.1,1,0,0.4463341152508008,404.55,32.66,Low,Customer currently has low churn risk.,Regular Promotional Email,20.062718480523497
Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,46.22894736842105,1,0,0.470127650357297,891.9,36.04,Low,Customer currently has low churn risk.,Regular Promotional Email,23.294825075204063
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,83.9375,0,1,0.9267550309747318,284.54999999999995,65.87,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,87.9027146879533
Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,44.59142857142857,0,0,0.0139110874507197,3191.25,12.17,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.6433877945957861
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,21.65333333333333,0,0,0.1482633878783189,270.90000000000003,11.33,Low,Customer currently has low churn risk.,Regular Promotional Email,2.868896555445471
Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,69.72749999999999,0,1,0.5875455741271999,1322.4,45.77,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,40.89317195925311
Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,85.33125,0,1,0.6918914468685387,3537.3,60.84,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,62.75455423097646
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,98.2390625,0,1,0.7577646521305288,3143.4,64.07,High,Customer has high monthly charges.,25% Discount,76.83733572603562
Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,17.59,0,0,0.0947737317123971,486.0,8.34,Low,Customer currently has low churn risk.,Regular Promotional Email,1.9191680671760412
Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,44.29333333333333,0,0,0.3526391446101658,683.1999999999999,27.08,Low,Customer currently has low churn risk.,Regular Promotional Email,17.20879025697609
Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,73.22384615384615,0,0,0.0348944726561228,4758.4,19.14,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,2.5944040419827297
Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,20.25490196078432,0,0,0.0807902234565511,967.5,9.05,Low,Customer currently has low churn risk.,Regular Promotional Email,1.5632908238842638
Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,65.71415094339622,0,0,0.1306279986642656,3575.0,21.69,Low,Customer currently has low churn risk.,Regular Promotional Email,8.980674908168261
Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,92.7051724137931,0,1,0.6373838928446042,2805.6,54.46,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,63.86586606302934
Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,19.78409090909091,0,0,0.0911459673720935,437.85,7.92,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,1.9003934197081496
Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,94.1826923076923,1,1,0.738406222728863,2397.5,60.1,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,70.81315675969797
Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,17.055555555555557,0,0,0.1481975326789161,328.95000000000005,11.53,Low,Customer currently has low churn risk.,Regular Promotional Email,2.867622257337027
Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,45.5822033898305,0,0,0.2857211960591315,2610.0,29.16,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,12.857453822660917
Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,73.84444444444445,1,1,0.6985386443453478,1385.5,53.76,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,56.93089951414585
Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,24.63942307692308,0,0,0.0357353416387677,1300.5,7.06,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.9112512117885764
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,48.31506849315068,0,0,0.0206666402304066,3520.8,13.8,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,1.0105987072668827
Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,82.05,1,0,0.4539541138892681,4373.2,47.12,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,38.17754097808744
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,20.041071428571428,0,0,0.0766457162713979,529.2,7.22,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,1.502256038919399
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,15.9,0,0,0.368034348497653,60.0,25.97,Low,Customer currently has low churn risk.,Regular Promotional Email,7.3606869699530595
Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,78.91230769230769,0,0,0.0472322389675276,5203.2,21.56,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,3.8399810280599938
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,93.16956521739132,0,0,0.2500731370668815,4284.0,32.54,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,23.80696264876712
Male,1,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,23.425,1,1,0.7893661807786033,109.35,55.64,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,28.772397289380095
Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,81.86805555555556,0,0,0.0783819731859415,5914.3,26.24,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,6.529218366388927
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,12.525,1,1,0.6866606514552853,25.05,48.15,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,17.200849318954898
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,19.67372881355932,0,0,0.0159802380843887,1177.4,5.25,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.32439883311309065
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,88.33571428571429,0,1,0.602525945431939,3054.9,52.9,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,54.13695619705972
Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,40.61666666666667,1,1,0.5826259737140915,398.8,42.18,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,29.043904789647463
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,17.059375,0,0,0.2255576598050246,297.0,16.83,Low,Customer currently has low churn risk.,Regular Promotional Email,4.466041664139487
Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,54.208955223880594,0,0,0.0504687649355876,3606.9,16.19,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,2.7581180037298623
Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,29.32307692307692,0,1,0.5955213687031171,352.20000000000005,42.92,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,17.478552171436487
Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,17.550847457627118,0,0,0.0328757743512522,1110.6999999999998,6.2,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.6295710788264796
Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,13.0,0,0,0.0934459183746716,57.3,6.74,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,1.7848170409562278
Female,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,53.23181818181818,1,0,0.4160559281861192,2388.65,37.51,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,23.11190681073892
Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,65.39,0,1,0.7129697849474873,724.9499999999999,52.45,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,57.4297161775201
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,17.8,0,0,0.2086367306210324,60.75,14.82,Low,Customer currently has low churn risk.,Regular Promotional Email,4.224893795075906
Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,65.13913043478261,1,0,0.3214303616895202,1529.0,27.87,Low,Customer currently has low churn risk.,Regular Promotional Email,22.339410137421655
Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,101.91829268292682,0,1,0.5476366803756842,4240.0,53.21,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,58.04948811982253
Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,26.40289855072464,0,0,0.0212233945697816,1734.0,7.57,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.5411965615294309
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,95.96636363636362,1,1,0.7568045547258188,5632.2,72.74,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade,78.93471505790289
Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,78.90588235294118,0,0,0.1228034039389086,3980.0,22.56,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,9.775150953537123
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,27.625,0,1,0.8480304009619631,55.25,59.56,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,46.85367965314846
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,89.32602739726028,0,0,0.0363283734898943,6339.599999999999,24.79,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,3.1987132857851934
Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,20.85121951219512,0,0,0.0818742915010506,816.0,8.59,Low,Customer currently has low churn risk.,Regular Promotional Email,1.6702355466214323
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,113.82054794520548,0,0,0.1017208327036629,8467.199999999999,36.83,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,11.962369925950757
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,15.6,0,0,0.3482151731739332,120.0,24.8,Low,Customer currently has low churn risk.,Regular Promotional Email,6.964303463478664
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,15.341666666666669,0,0,0.4521050290499003,98.25,31.99,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,8.88386382083054
Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,69.8061224489796,0,0,0.2328348252743214,3386.4,28.18,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,16.426496923103375
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,46.925,1,1,0.9692125154156908,93.85,68.17,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,90.96059457176257
Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,62.58461538461538,0,0,0.0416035489300424,4211.2,17.69,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,2.73751351959679
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,18.772222222222226,0,0,0.1433763222772649,340.85,11.23,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,2.8746952616591614
Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,77.28658536585365,0,1,0.584082643142539,3200.0,52.11,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,46.726611451403116
Female,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,33.62857142857143,0,0,0.0971512437805429,1451.4,11.89,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,3.4391540298312187
Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,76.43653846153846,0,0,0.3604203653748576,4059.6,39.47,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,28.689461083838665
Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,81.88095238095238,0,1,0.6503256228623341,3290.25,57.07,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,52.188631234702314
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,25.225,1,1,0.5388046348599644,50.45,37.89,Low,Customer currently has low churn risk.,Regular Promotional Email,27.182693828685206
