gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action
Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,102.46363636363635,1,1,0.8057869345047491,2181.9,64.06,High,Customer has high monthly charges.,25% Discount
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,17.9075,0,0,0.07038457903021657,373.34999999999997,6.24,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,91.86875,0,1,0.6445885992033423,2907.7999999999997,55.32,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,87.78113207547169,0,0,0.0814229111402971,4641.0,21.98,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,93.7968085106383,0,1,0.5297468322681329,4330.900000000001,52.28,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,48.4,0,1,0.6250831001184232,611.6,45.9,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,46.2074074074074,0,0,0.2410028186401244,2581.1000000000004,25.93,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,15.025,1,0,0.33967605899528885,211.75,24.52,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,101.9646551724138,0,1,0.5999543428148956,5979.3,62.98,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,52.8,1,1,0.8724123139175094,150.9,61.6,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,34.733333333333334,1,0,0.4630706300689656,109.7,32.8,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,19.296527777777776,0,0,0.010848995552736166,1412.8999999999999,5.72,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,9.7,0,0,0.44523899555436813,19.4,31.23,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,23.61159420289855,0,0,0.022422289111460197,1703.4,7.55,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,82.64520547945206,0,0,0.02732526814750585,6080.400000000001,23.25,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,14.8,0,0,0.3816896835220681,38.6,26.85,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,47.55,1,1,0.9702114416108981,95.1,68.25,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,79.06547619047619,0,0,0.16661324893393098,3273.85,23.15,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,25.584931506849315,0,0,0.014525853404370976,1839.6000000000001,7.47,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,62.57142857142857,1,1,0.8723743409911582,453.0,62.66,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,65.09,1,1,0.7707524883365298,295.0,54.99,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,88.3153846153846,1,1,0.9007124103406464,1152.6,67.09,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,67.32627118644068,0,0,0.1832614209959567,3967.2000000000003,26.75,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,19.4875,0,0,0.32055624085456,144.54999999999998,22.95,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,55.65378787878788,0,0,0.13821751546680777,3584.75,22.25,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,35.3,0,1,0.87574850942037,70.6,61.55,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,19.767543859649123,0,0,0.0478482860801312,1117.2,7.27,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,14.69,0,0,0.3707164244958642,76.0,26.22,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,40.89915254237288,0,0,0.1022295413906224,2557.8,16.13,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,109.72539682539684,0,0,0.2178381786024399,6671.2,38.66,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,58.59074074074074,0,0,0.20738252474689597,1600.3,20.13,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,88.67380952380952,0,0,0.27322392233878606,5623.400000000001,38.86,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,99.0957627118644,0,0,0.18046411970966353,5756.5,32.83,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,93.11159420289854,0,0,0.07631169651245269,6235.6,27.22,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,97.075,0,0,0.2356544952608852,6142.7,38.05,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,78.45116279069768,0,0,0.15519002546247226,3294.9,22.42,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,80.9421052631579,0,1,0.7134350210381457,1517.3999999999999,55.26,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,18.95701754385965,0,0,0.033668409591711315,1094.8,6.2,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,71.03999999999999,1,1,0.9050741677395662,355.8,64.6,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,16.57,0,0,0.3570605660156229,81.8,25.28,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,56.0125,0,0,0.06978028697764507,1946.0,11.71,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,81.95769230769231,0,0,0.2700215223100688,5555.2,38.39,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,21.3515625,0,0,0.09353919155843995,649.4499999999999,8.83,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,18.574264705882356,0,0,0.025267436577222774,1343.3500000000001,6.48,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,30.26,1,1,0.5377797877135919,202.8,38.36,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,108.65704225352113,0,0,0.20194756770011163,7955.5,42.05,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,47.175,1,1,0.5757258210278963,160.2,40.86,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,102.76666666666668,1,1,0.7422394519433594,5400.700000000001,70.91,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade
Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,43.5,0,0,0.08182210230939216,119.0,6.15,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,87.39166666666667,0,1,0.6884658885408036,2546.2,57.13,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,39.067708333333336,0,0,0.03914438713851882,1969.3,9.65,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,82.40289855072464,1,0,0.3764768287865903,5644.0,46.16,Medium,Customer is not using Online Security.,Free Online Security Trial
Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,64.42307692307692,0,1,0.514240957353396,838.1999999999999,38.94,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,44.61111111111112,0,0,0.3042054331647969,450.4,22.87,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,111.25363636363636,0,1,0.547045172943654,5915.7,59.05,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,92.58428571428573,0,0,0.07593405411495799,6358.35,27.63,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,66.66851851851851,0,0,0.428404748643714,1807.0,36.33,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,97.31780821917808,0,0,0.06476266047667491,6984.0,29.04,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,59.3556338028169,0,0,0.06164992400232348,4084.5,18.65,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,25.3,1,0,0.467126653625434,50.6,32.88,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,78.46363636363637,1,1,0.8882109306239357,895.0,65.32,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,68.69655172413793,0,0,0.36160588614340905,1971.2000000000003,32.23,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,34.9,1,1,0.910917623484514,69.8,64.01,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,88.56136363636364,0,1,0.8805377618760479,1980.3,68.59,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,91.36442307692307,1,1,0.5409424559967898,4783.8,54.65,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,18.66481481481481,0,0,0.03972270991083099,1036.15,6.42,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,93.27592592592592,0,0,0.20096919425690382,5085.35,31.91,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
